id,original_language,overview,release_date,title,popularity,vote_average,vote_count,genre,director,year
583,en,"Brian Cohen is an average young Jewish man, but through a series of ridiculous events, he gains a reputation as the Messiah. When he's not dodging his followers or being scolded by his shrill mother, the hapless Brian has to contend with the pompous Pontius Pilate and acronym-obsessed members of a separatist movement. Rife with Monty Python's signature absurdity, the tale finds Brian's life paralleling Biblical lore, albeit with many more laughs.",1979-08-17,Life of Brian,8.8136,7.762,4544,Comedy,Terry Jones,1979
17483,en,"Forced to give up his dreams of art school, Zach works dead-end jobs to support his sister and her son. Questioning his life, he paints, surfs and hangs out with his best friend, Gabe. When Gabe's older brother returns home for the summer, Zach suddenly finds himself drawn into a relationship he didn't expect.",2007-06-16,Shelter,4.1358,7.761,481,"Drama, Romance",Jonah Markowitz,2007
15916,ja,"In a desolate and dark world full of shadows, lives one little girl who seems to do nothing but collect water in jars and protect a large egg she carries everywhere. A mysterious man enters her life... and they discuss the world around them.",1985-12-15,Angel's Egg,2.9984,7.761,439,"Animation, Fantasy, Mystery",Mamoru Oshii,1985
873,en,"An epic tale spanning forty years in the life of Celie, an African-American woman living in the South who survives incredible abuse and bigotry. After Celie's abusive father marries her off to the equally debasing 'Mister' Albert Johnson, things go from bad to worse, leaving Celie to find companionship anywhere she can. She perseveres, holding on to her dream of one day being reunited with her sister in Africa.",1985-12-18,The Color Purple,7.3611,7.76,1832,"Drama, History",Steven Spielberg,1985
545611,en,"An aging Chinese immigrant is swept up in an insane adventure, where she alone can save what's important to her by connecting with the lives she could have led in other universes.",2022-03-24,Everything Everywhere All at Once,21.5967,7.76,6980,"Action, Adventure, Science Fiction",Daniel Scheinert,2022
216,de,"Emmi Kurowski, a cleaning lady, is lonely in her old age. Her husband died years ago, and her grown children offer little companionship. One night she goes to a bar frequented by Arab immigrants and strikes up a friendship with middle-aged mechanic Ali. Their relationship soon develops into something more, and Emmi's family and neighbors criticize their spontaneous marriage. Soon Emmi and Ali are forced to confront their own insecurities about their future.",1974-03-05,Ali: Fear Eats the Soul,2.3211,7.8,412,"Romance, Drama",Rainer Werner Fassbinder,1974
86837,fr,"Georges and Anne are in their eighties. They are cultivated, retired music teachers. Their daughter, who is also a musician, lives abroad with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.",2012-09-20,Amour,3.8486,7.759,1661,"Drama, Romance",Michael Haneke,2012
14756,cn,"A semi-biographical account of Yip Man, the first martial arts master to teach the Chinese martial art of Wing Chun. The film focuses on events surrounding Ip that took place in the city of Foshan between the 1930s to 1940s during the Second Sino-Japanese War. Directed by Wilson Yip, the film stars Donnie Yen in the lead role, and features fight choreography by Sammo Hung.",2008-12-12,Ip Man,3.3354,7.759,3842,"Drama, Action, History",Wilson Yip,2008
587,en,"Throughout his life Edward Bloom has always been a man of big appetites, enormous passions and tall tales. In his later years, he remains a huge mystery to his son, William. Now, to get to know the real man, Will begins piecing together a true picture of his father from flashbacks of his amazing adventures.",2003-12-25,Big Fish,9.7776,7.759,7336,"Adventure, Fantasy, Drama",Tim Burton,2003
117,en,"Elliot Ness, an ambitious prohibition agent, is determined to take down Al Capone. In order to achieve this goal, he forms a group given the nickname “The Untouchables”.",1987-06-03,The Untouchables,7.5262,7.759,5775,"Crime, History, Thriller",Brian De Palma,1987
783675,ja,"Shohoku's “speedster” and point guard, Ryota Miyagi, always plays with brains and lightning speed, running circles around his opponents while feigning composure. In his second year of high school, Ryota plays with the Shohoku High School basketball team along with Sakuragi, Rukawa, Akagi, and Mitsui as they take the stage at the Inter-High School National Championship. And now, they are on the brink of challenging the reigning champions, Sannoh Kogyo High School.",2022-12-03,The First Slam Dunk,8.1846,7.757,448,"Animation, Comedy, Drama",Takehiko Inoue,2022
609242,es,"In 2006, a group of thieves performed what is considered one of the most famous and smart bank heists in the history of Argentina. How they robbed the Rio bank is as surprising as what happened afterwards. This is their story.",2020-01-16,The Heist of the Century,2.3601,7.757,799,"Comedy, Thriller, Crime",Ariel Winograd,2020
113833,en,"The story of the onset of the HIV-AIDS crisis in New York City in the early 1980s, taking an unflinching look at the nation's sexual politics as gay activists and their allies in the medical community fight to expose the truth about the burgeoning epidemic to a city and nation in denial.",2014-05-25,The Normal Heart,1.8397,7.8,883,,,
